,load,alloc,reward,sigma,event_start_time,event_end_time
1633684136.9306471,1.0,34.0,266.600830078125,267.2168273925781,1633684136.9306471,1633684154.822565
1633684155.5610337,1.0,34.0,226.94998168945312,387.5267639160156,1633684155.5610337,1633684184.0254555
1633684185.047349,1.0,34.0,212.0354461669922,386.44757080078125,1633684185.047349,1633684215.8346546
1633684217.1768272,1.0,34.0,276.31890869140625,385.9075622558594,1633684217.1768272,1633684240.678656
1633684268.4493392,1.0,25.0,112.06416320800781,302.3945617675781,1633684268.4493392,1633684315.7436733
1633684316.8257945,1.0,25.0,229.8167724609375,308.3036804199219,1633684316.8257945,1633684340.322774
1633684340.9896066,1.0,25.0,160.3570098876953,305.21539306640625,1633684340.9896066,1633684374.1967623
1633684440.2162275,1.0,29.0,214.1021728515625,334.02105712890625,1633684440.2162275,1633684467.1706483
1633684468.084464,1.0,29.0,248.61183166503906,336.3772277832031,1633684468.084464,1633684491.5306528
1633684492.1225665,1.0,29.0,338.17596435546875,341.2312927246094,1633684492.1225665,1633684509.5306628
1633684510.7554595,1.0,29.0,374.9849853515625,329.9613342285156,1633684510.7554595,1633684526.0680728
1633684527.4016466,1.0,29.0,173.7931365966797,327.2507629394531,1633684527.4016466,1633684560.107195
1633684560.981489,1.0,29.0,318.8060302734375,324.2718200683594,1633684560.981489,1633684578.4466538
1633684598.1941864,1.0,6.0,89.6030044555664,82.40760040283203,1633684598.1941864,1633684615.8721647
1633684616.1673076,1.0,6.0,103.10273742675781,80.9905014038086,1633684616.1673076,1633684631.239652
1633684631.6039307,1.0,6.0,117.32089233398438,88.11112976074219,1633684631.6039307,1633684645.9747725
1633684646.3756387,1.0,6.0,126.3585433959961,87.51692962646484,1633684646.3756387,1633684659.6236546
1633684660.013282,1.0,6.0,107.67379760742188,82.31985473632812,1633684660.013282,1633684674.6686585
1633684674.950339,1.0,6.0,82.2464370727539,88.40532684326172,1633684674.950339,1633684695.5226588
1633684696.0557854,1.0,6.0,91.48106384277344,87.0316390991211,1633684696.0557854,1633684714.3546543
1633684714.658683,1.0,6.0,157.6405487060547,82.51128387451172,1633684714.658683,1633684724.7068594
1633684773.5707395,1.0,74.0,357.509765625,518.1600952148438,1633684773.5707395,1633684796.747728
1633684797.5343816,1.0,74.0,333.877685546875,515.4486083984375,1633684797.5343816,1633684822.3818042
1633684823.2990246,1.0,74.0,248.14735412597656,554.98486328125,1633684823.2990246,1633684859.1970499
1633684860.5183272,1.0,74.0,483.57318115234375,551.7252197265625,1633684860.5183272,1633684877.6346607
1633684922.0725224,1.0,18.0,184.5834503173828,213.19345092773438,1633684922.0725224,1633684943.0386484
1633684943.8216035,1.0,18.0,274.639892578125,216.09046936035156,1633684943.8216035,1633684958.109404
1633684958.8365028,1.0,18.0,145.45370483398438,214.0294647216797,1633684958.8365028,1633684985.5666564
1633684986.4445357,1.0,18.0,162.3798370361328,218.9047088623047,1633684986.4445357,1633685010.942652
1633685011.783297,1.0,18.0,176.0110321044922,217.66610717773438,1633685011.783297,1633685034.0773537
1633685057.176628,1.0,13.0,158.2982177734375,160.15065002441406,1633685057.176628,1633685075.8186579
1633685076.6567054,1.0,13.0,92.45043182373047,171.1713409423828,1633685076.6567054,1633685111.0967813
1633685111.8388321,1.0,13.0,187.0504913330078,167.41842651367188,1633685111.8388321,1633685128.3798206
1633685128.8665009,1.0,13.0,135.43629455566406,165.439453125,1633685128.8665009,1633685151.5192165
1633685152.4747434,1.0,13.0,131.11705017089844,165.79537963867188,1633685152.4747434,1633685175.8736823
1633685176.50329,1.0,13.0,177.5080108642578,170.91891479492188,1633685176.50329,1633685194.3729062
1633685218.7397065,1.0,2.0,27.574169158935547,39.56748962402344,1633685218.7397065,1633685246.8819876
1633685247.0873559,1.0,2.0,25.66417694091797,41.190032958984375,1633685247.0873559,1633685278.5709283
1633685279.0131285,1.0,2.0,56.795143127441406,41.131168365478516,1633685279.0131285,1633685293.204483
1633685293.3329158,1.0,2.0,36.17453384399414,42.08343505859375,1633685293.3329158,1633685316.166659
1633685316.3097022,1.0,2.0,63.04402160644531,40.52595901489258,1633685316.3097022,1633685328.9040766
1633685329.24727,1.0,2.0,58.283809661865234,43.9642448425293,1633685329.24727,1633685344.0026538
1633685344.2575984,1.0,2.0,56.80466842651367,42.229854583740234,1633685344.2575984,1633685358.7986565
1633685411.5705993,1.0,106.0,358.09503173828125,555.9989013671875,1633685411.5705993,1633685436.6030595
1633685441.3866768,1.0,106.0,321.8852844238281,584.1730346679688,1633685441.3866768,1633685469.9900343
1633685472.365514,1.0,106.0,276.0116882324219,627.873779296875,1633685472.365514,1633685507.8132875
1633685563.72932,1.0,44.0,156.74990844726562,424.14532470703125,1633685563.72932,1633685608.6416264
1633685610.7663226,1.0,44.0,134.14295959472656,443.8380432128906,1633685610.7663226,1633685665.871714
1633685740.777338,1.0,55.0,173.11959838867188,474.40313720703125,1633685740.777338,1633685785.890659
1633685788.9100137,1.0,55.0,212.66673278808594,452.9768371582031,1633685788.9100137,1633685824.265802
1633685859.113613,1.0,50.0,323.1393127441406,462.873779296875,1633685859.113613,1633685882.1686842
1633685883.839659,1.0,50.0,218.92352294921875,475.6293640136719,1633685883.839659,1633685919.0117579
1633685921.111257,1.0,50.0,173.1004180908203,460.8890686035156,1633685921.111257,1633685965.0164077
1633685966.8897033,1.0,50.0,352.0078430175781,470.7518005371094,1633685966.8897033,1633685988.9062579
1633685991.8667033,1.0,50.0,203.3542022705078,464.7043762207031,1633685991.8667033,1633686029.4857943
1633686031.6447673,1.0,50.0,163.25625610351562,469.80511474609375,1633686031.6447673,1633686079.1161468
1633686080.9560664,1.0,50.0,254.14102172851562,486.1286926269531,1633686080.9560664,1633686112.4346516
1633686113.708655,1.0,50.0,145.2490692138672,468.6676330566406,1633686113.708655,1633686166.376804
1633686167.4085047,1.0,50.0,146.76466369628906,250.74456787109375,1633686167.4085047,1633686198.4786525
1633686199.7592235,1.0,50.0,173.1046905517578,490.26397705078125,1633686199.7592235,1633686244.8186598
1633686246.0470748,1.0,50.0,226.576171875,464.1506042480469,1633686246.0470748,1633686279.1485248
1633686279.6591234,1.0,50.0,262.477294921875,474.9236755371094,1633686279.6591234,1633686309.3759794
1633686310.34449,1.0,50.0,128.58299255371094,300.5185852050781,1633686310.34449,1633686352.1773932
1633686353.3127792,1.0,50.0,358.69866943359375,467.7210998535156,1633686353.3127792,1633686374.918658
